Site,Partition,Syn,Nonsyn,&beta;-&alpha;,Prob[&alpha;>&beta;],Prob[&alpha;<&beta;],BayesFactor[&alpha;<&beta;],PSRF,Neff
2497,1,2.739,0.457,-2.281,1,0,0.001,1.012,154.084
2498,1,0.636,0.01,-0.626,0.992,0.001,0.014,1.008,200.098
2499,1,0.301,0.099,-0.203,0.518,0.34,6.733,1.003,298.406
2500,1,2.653,0.014,-2.639,1,0,0,1.02,103.353
2501,1,0.957,1.081,0.124,0.207,0.61,20.452,1.016,124.005
2502,1,1.204,0.123,-1.081,1,0,0.002,1.052,47.165
2503,1,1.135,0.015,-1.121,1,0,0,1.057,43.695
2504,1,1.11,0.099,-1.011,0.999,0,0.003,1.05,49.357
2505,1,2.904,0.187,-2.717,1,0,0,1.004,266.383
2506,1,0.792,0.013,-0.779,0.993,0.001,0.016,1.007,204.005
2507,1,1.294,0.011,-1.283,1,0,0,1.082,32.553
2508,1,0.952,0.011,-0.941,1,0,0,1.105,26.42
2509,1,7.111,0.012,-7.099,1,0,0,1.007,203.948
2510,1,0.217,1.851,1.634,0,0.997,3929.48,1.016,123.551
2511,1,0.283,0.016,-0.267,0.975,0.006,0.075,1.006,225.811
2512,1,0.628,0.008,-0.619,0.993,0.001,0.01,1.008,194.835
2513,1,0.11,0.092,-0.018,0.283,0.527,14.589,1.005,252.141
2514,1,2.444,0.012,-2.432,1,0,0,1.042,56.135
2515,1,4.034,0.091,-3.944,1,0,0,1.007,211.238
2516,1,1.33,0.009,-1.322,1,0,0,1.074,35.182
2517,1,0.855,0.011,-0.844,0.999,0,0.003,1.014,132.946
2518,1,2.545,2.815,0.27,0,0.162,2.521,1.024,89.444
2519,1,6.327,0.01,-6.317,1,0,0,1.012,147.182
2520,1,3.517,0.013,-3.504,1,0,0,1.019,109.404
2521,1,0.791,0.009,-0.782,1,0,0,1.03,75.837
2522,1,1.533,0.013,-1.52,1,0,0,1.071,36.555
2523,1,1.009,0.011,-0.999,1,0,0,1.104,26.535
2524,1,0.245,0.015,-0.23,0.833,0.071,0.996,1.006,224.273
2525,1,2.815,0.015,-2.8,1,0,0,1.014,131.693
2526,1,7.125,0.011,-7.114,1,0,0,1.006,234.649
2527,1,0.161,0.014,-0.146,0.795,0.085,1.216,1.007,207.634
2528,1,0.609,0.011,-0.598,0.995,0.001,0.01,1.009,176.883
2529,1,2.814,0.016,-2.798,1,0,0,1.012,151.892
2530,1,0.882,0.677,-0.206,0.627,0.284,5.197,1.042,57.076
2531,1,1.193,0.009,-1.183,1,0,0,1.072,36.011
2532,1,0.138,0.013,-0.125,0.784,0.085,1.22,1.008,202.527
2533,1,1.826,0.097,-1.729,1,0,0,1.067,38.173
2534,1,0.795,0.105,-0.69,0.942,0.016,0.217,1.006,226.268
2535,1,0.856,0.011,-0.845,0.999,0,0.003,1.014,132.909
2536,1,1.248,0.919,-0.329,0.627,0.181,2.885,1.025,85.99
2537,1,0.244,2.815,2.571,0,1,284655.717,1.032,71.375
2538,1,0.161,0.013,-0.149,0.804,0.077,1.089,1.007,210.285
2539,1,0.371,0.007,-0.364,0.987,0.001,0.015,1.007,216.305
2540,1,0.191,0.356,0.165,0.186,0.748,38.855,1.005,242.341
2541,1,0.139,0.011,-0.128,0.798,0.073,1.032,1.007,205.277
2542,1,0.246,0.012,-0.234,0.85,0.057,0.784,1.006,230.923
2543,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2544,1,2.816,1.144,-1.671,1,0,0,1.012,154.136
2545,1,0.161,0.014,-0.146,0.795,0.085,1.216,1.007,207.634
2546,1,0.217,0.008,-0.209,0.981,0.002,0.026,1.005,253.961
2547,1,0.084,0.02,-0.064,0.661,0.161,2.508,1.009,176.297
2548,1,0.337,0.244,-0.093,0.546,0.323,6.242,1.006,230.213
2549,1,0.412,0.012,-0.4,0.982,0.003,0.038,1.006,230.539
2550,1,0.072,1.016,0.944,0,1,47639.486,1.021,99.859
2551,1,1.063,0.141,-0.922,0.998,0.001,0.011,1.117,24.244
2552,1,0.755,0.009,-0.745,1,0,0.001,1.015,127.328
2553,1,0.206,0.008,-0.198,0.974,0.003,0.036,1.004,271.674
2554,1,2.882,0.153,-2.729,1,0,0,1.08,32.953
2555,1,2.941,0.419,-2.522,1,0,0,1.008,197.319
2556,1,2.818,0.084,-2.734,1,0,0,1.005,242.608
2557,1,1.019,0.008,-1.01,1,0,0,1.018,111.551
2558,1,0.376,0.007,-0.368,0.987,0.001,0.015,1.007,218.493
2559,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2560,1,2.817,0.015,-2.802,1,0,0,1.006,220.956
2561,1,1.778,0.011,-1.767,1,0,0,1.037,63.648
2562,1,2.622,0.013,-2.609,1,0,0,1.083,32.155
2563,1,2.946,0.017,-2.93,1,0,0,1.021,97.873
2564,1,1.435,0.009,-1.426,1,0,0,1.038,61.985
2565,1,1.241,0.007,-1.233,1,0,0,1.03,74.17
2566,1,2.796,0.015,-2.781,1,0,0,1.027,81.582
2567,1,1.157,0.104,-1.053,1,0,0,1.078,33.77
2568,1,3.392,0.828,-2.564,1,0,0,1.015,127.651
2569,1,0.791,0.105,-0.686,0.997,0.001,0.013,1.062,40.769
2570,1,6.747,0.357,-6.39,1,0,0,1.007,217.314
2571,1,1.9,0.129,-1.771,0.999,0,0.005,1.099,27.794
2572,1,7.137,0.015,-7.123,1,0,0,1.006,224.684
2573,1,0.949,0.015,-0.934,1,0,0.001,1.117,24.159
2574,1,0.835,0.013,-0.821,1,0,0.001,1.088,30.583
2575,1,1.437,0.01,-1.426,1,0,0,1.016,119.7
2576,1,1.306,0.099,-1.207,1,0,0,1.085,31.412
2577,1,0.56,0.111,-0.448,0.981,0.008,0.107,1.039,60.09
2578,1,2.815,0.016,-2.798,1,0,0,1.009,181.748
2579,1,1.133,0.008,-1.124,1,0,0,1.036,64.245
2580,1,1.473,0.008,-1.466,1,0,0,1.07,36.898
2581,1,1.679,0.011,-1.669,1,0,0,1.058,43.015
2582,1,1.711,0.58,-1.131,0.936,0.036,0.495,1.025,86.466
2583,1,1.909,0.01,-1.899,1,0,0,1.089,30.36
2584,1,7.139,0.013,-7.126,1,0,0,1.006,228.902
2585,1,1.482,0.015,-1.468,1,0,0,1.021,97.747
2586,1,1.272,0.233,-1.039,0.999,0.001,0.007,1.025,86.279
2587,1,8.592,0.015,-8.576,1,0,0,1.007,219.721
2588,1,0.852,0.013,-0.84,0.999,0,0.004,1.016,120.457
2589,1,6.57,0.012,-6.558,1,0,0,1.012,147.452
2590,1,1.409,0.01,-1.399,1,0,0,1.075,34.984
2591,1,1.433,0.013,-1.42,1,0,0,1.025,87.947
2592,1,6.796,0.011,-6.785,1,0,0,1.013,145.58
2593,1,4.553,0.082,-4.47,0.998,0.001,0.015,0.999,646.691
2594,1,7.028,0.012,-7.016,1,0,0,1.006,226.131
2595,1,6.18,0.111,-6.07,1,0,0,1.006,233.594
2596,1,0.161,0.012,-0.149,0.805,0.076,1.08,1.007,210.446
2597,1,1.116,0.318,-0.798,0.959,0.026,0.35,1.056,44.68
2598,1,2.74,1.094,-1.646,0.981,0.005,0.068,1.019,105.915
2599,1,6.656,0.442,-6.213,1,0,0,1.006,231.014
2600,1,2.013,2.815,0.802,0,0.448,10.634,1.02,104.181
2601,1,8.37,0.132,-8.238,1,0,0,1.009,184.082
2602,1,0.607,0.101,-0.505,0.951,0.013,0.172,1.01,169.724
2603,1,2.924,0.013,-2.911,1,0,0,1.014,134.693
2604,1,7.093,7.122,0.03,0.001,0.007,0.098,1.003,309.347
2605,1,1.129,0.01,-1.119,1,0,0,1.05,49.102
2606,1,0.969,0.01,-0.959,0.999,0,0.003,1.009,175.78
2607,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2608,1,0.358,0.015,-0.343,0.984,0.004,0.046,1.008,201.716
2609,1,0.194,0.95,0.757,0.013,0.979,606.786,1.035,66.526
2610,1,0.854,0.009,-0.845,0.999,0,0.001,1.012,152.858
2611,1,0.411,0.01,-0.401,0.984,0.002,0.027,1.006,222.052
2612,1,0.355,0.015,-0.34,0.983,0.004,0.046,1.008,202.264
2613,1,3.287,0.011,-3.276,1,0,0,1.026,82.853
2614,1,6.737,0.019,-6.718,1,0,0,1.007,217.499
2615,1,1.103,0.01,-1.093,1,0,0,1.028,78.114
2616,1,1.519,0.009,-1.51,1,0,0,1.067,38.324
2617,1,0.746,0.011,-0.735,0.999,0,0.002,1.017,114.621
2618,1,2.816,0.816,-2,1,0,0,1.008,196.084
2619,1,1.435,0.02,-1.415,1,0,0.002,1.053,46.952
2620,1,1.222,0.012,-1.21,1,0,0,1.044,54.937
2621,1,0.322,0.011,-0.311,0.991,0.001,0.019,1.012,152.546
2622,1,2.763,0.094,-2.669,1,0,0,1.023,93.058
2623,1,0.163,0.01,-0.153,0.823,0.06,0.839,1.007,214.416
2624,1,1.013,0.009,-1.004,1,0,0,1.02,104.597
2625,1,1.392,0.01,-1.382,1,0,0,1.032,71.635
2626,1,0.663,2.815,2.153,0,1,38863.867,1.014,133.238
2627,1,1.369,0.203,-1.166,0.992,0.004,0.057,1.101,27.178
2628,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2629,1,6.36,0.572,-5.789,1,0,0,1.016,121.5
2630,1,1.376,0.643,-0.733,0.869,0.078,1.102,1.026,83.041
2631,1,2.553,0.091,-2.462,1,0,0,1.104,26.547
2632,1,3.336,1.121,-2.216,0.999,0,0.001,1.016,123.343
2633,1,0.795,0.879,0.084,0.332,0.546,15.716,1.023,91.971
2634,1,2.819,0.013,-2.805,1,0,0,1.015,129.817
2635,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2636,1,1.195,0.014,-1.181,1,0,0.001,1.026,83.523
2637,1,2.839,0.012,-2.828,1,0,0,1.021,99.106
2638,1,5.141,0.012,-5.129,1,0,0,1.015,125.935
2639,1,0.079,0.015,-0.063,0.67,0.138,2.096,1.009,179.111
2640,1,1.2,0.011,-1.189,1,0,0,1.062,41.097
2641,1,0.616,0.009,-0.607,0.996,0,0.006,1.01,173.994
2642,1,1.906,0.013,-1.893,1,0,0,1.073,35.611
2643,1,3.452,0.014,-3.438,1,0,0,1.019,105.384
2644,1,0.912,0.008,-0.904,1,0,0,1.05,49.358
2645,1,0.413,0.012,-0.401,0.982,0.003,0.038,1.006,230.297
2646,1,2.814,0.013,-2.801,1,0,0,1.032,70.516
2647,1,1.587,0.008,-1.579,1,0,0,1.074,35.329
2648,1,0.336,0.01,-0.326,0.981,0.002,0.03,1.006,234.004
2649,1,1.036,0.008,-1.028,1,0,0,1.103,26.9
2650,1,0.328,0.014,-0.314,0.865,0.055,0.763,1.006,238.375
2651,1,6.471,1.215,-5.256,0.999,0,0,1.01,165.167
2652,1,6.531,0.014,-6.518,1,0,0,1.006,229.101
2653,1,0.15,0.01,-0.141,0.815,0.063,0.885,1.007,210.457
2654,1,0.147,0.009,-0.138,0.956,0.006,0.077,1.006,239.523
2655,1,0.857,0.31,-0.547,0.874,0.087,1.25,1.035,66.29
2656,1,1.768,0.013,-1.754,1,0,0,1.053,46.315
2657,1,1.754,0.013,-1.74,1,0,0,1.053,46.524
2658,1,0.406,0.314,-0.092,0.556,0.338,6.689,1.021,99.875
2659,1,2.85,0.083,-2.767,1,0,0,1.023,91.38
2660,1,0.413,0.01,-0.402,0.984,0.002,0.027,1.006,221.82
2661,1,4.831,0.021,-4.81,1,0,0,1.008,194.263
2662,1,0.651,0.013,-0.638,0.999,0,0.003,1.029,77.911
2663,1,0.079,0.015,-0.063,0.67,0.138,2.093,1.009,179.117
2664,1,0.161,0.014,-0.146,0.795,0.085,1.216,1.007,207.634
2665,1,2.815,0.02,-2.795,1,0,0,1.008,190.56
2666,1,0.139,0.103,-0.036,0.323,0.5,13.092,1.005,265.13
2667,1,1.014,0.009,-1.004,1,0,0,1.021,97.77
2668,1,2.762,0.211,-2.55,1,0,0,1.012,150.552
2669,1,0.608,0.012,-0.596,0.995,0.001,0.011,1.009,177.173
2670,1,7.087,0.013,-7.075,1,0,0,1.006,228.987
2671,1,0.816,0.226,-0.59,0.886,0.079,1.122,1.025,85.457
2672,1,1.392,0.138,-1.254,0.999,0,0.003,1.111,25.331
2673,1,2.835,0.012,-2.824,1,0,0,1.038,61.403
2674,1,0.692,0.447,-0.245,0.627,0.306,5.766,1.023,94.117
2675,1,2.817,0.085,-2.732,1,0,0,1.02,104.686
2676,1,0.335,0.008,-0.326,0.984,0.002,0.022,1.006,228.141
2677,1,2.817,0.012,-2.805,1,0,0,1.019,105.253
2678,1,0.328,0.014,-0.314,0.865,0.055,0.763,1.006,238.375
2679,1,2.841,0.015,-2.827,1,0,0,1.053,46.509
2680,1,1.211,0.008,-1.204,1,0,0,1.069,37.579
2681,1,1.223,0.009,-1.214,1,0,0,1.062,40.784
2682,1,2.815,0.089,-2.726,1,0,0,1.009,178.595
2683,1,0.953,0.014,-0.939,0.998,0,0.006,1.011,156.121
2684,1,2.989,0.018,-2.971,1,0,0,1.014,134.902
2685,1,1.174,0.008,-1.165,1,0,0,1.083,32.1
2686,1,1.153,0.008,-1.144,1,0,0,1.094,28.84
2687,1,1.212,0.169,-1.043,0.998,0.001,0.012,1.127,22.662
2688,1,0.915,0.01,-0.905,1,0,0,1.07,37.162
2689,1,0.907,0.01,-0.897,1,0,0,1.033,69.854
2690,1,6.537,0.875,-5.662,1,0,0,1.01,172.245
2691,1,1.175,0.014,-1.162,1,0,0.001,1.026,84.157
2692,1,5.625,0.014,-5.611,1,0,0,1.011,157.506
2693,1,1.106,0.009,-1.096,1,0,0,1.024,90.547
2694,1,2.3,0.013,-2.287,1,0,0,1.084,31.852
2695,1,0.339,0.013,-0.326,0.975,0.004,0.057,1.005,254.62
2696,1,3.085,0.015,-3.07,1,0,0,1.011,161.463
2697,1,0.608,0.013,-0.595,0.994,0.001,0.014,1.009,176.652
2698,1,2.709,0.014,-2.694,1,0,0,1.081,32.605
2699,1,1.987,0.012,-1.975,1,0,0,1.089,30.231
2700,1,1.372,0.011,-1.36,1,0,0,1.084,31.635
2701,1,7.103,0.012,-7.091,1,0,0,1.009,184.396
2702,1,0.958,0.01,-0.948,1,0,0.001,1.013,138.67
2703,1,0.137,0.016,-0.121,0.766,0.102,1.483,1.008,197.745
2704,1,2.815,0.014,-2.8,1,0,0,1.019,108.853
2705,1,0.177,0.013,-0.165,0.952,0.009,0.118,1.004,291.096
2706,1,3.403,0.012,-3.391,1,0,0,1.011,164.041
2707,1,1.233,0.007,-1.225,1,0,0,1.069,37.559
2708,1,1.241,0.009,-1.231,1,0,0,1.046,52.214
2709,1,2.795,0.015,-2.781,1,0,0,1.021,99.577
2710,1,1.149,0.013,-1.136,1,0,0,1.071,36.41
2711,1,2.895,0.014,-2.882,1,0,0,1.031,72.965
2712,1,0.333,0.008,-0.326,0.984,0.002,0.02,1.006,226.349
2713,1,0.852,0.009,-0.842,0.999,0,0.002,1.012,151.294
2714,1,2.809,0.012,-2.797,1,0,0,1.022,94.574
2715,1,4.701,0.013,-4.687,1,0,0,1.016,124.727
2716,1,1.76,0.133,-1.627,1,0,0.001,1.104,26.712
2717,1,2.305,0.086,-2.219,1,0,0,1.105,26.345
2718,1,0.792,0.01,-0.782,0.994,0.001,0.01,1.008,197.286
2719,1,0.112,0.097,-0.015,0.281,0.532,14.889,1.005,247.644
2720,1,2.821,3.128,0.308,0.001,0.073,1.024,1.019,107.727
2721,1,0.354,0.011,-0.342,0.988,0.002,0.024,1.008,196.407
2722,1,0.335,0.01,-0.325,0.98,0.003,0.033,1.006,237.109
2723,1,0.198,0.106,-0.092,0.582,0.119,1.766,1.004,277.404
2724,1,0.088,0.029,-0.059,0.635,0.196,3.181,1.01,164.798
2725,1,0.336,0.01,-0.325,0.98,0.003,0.033,1.006,237.01
2726,1,2.431,0.014,-2.417,1,0,0,1.034,68.035
2727,1,0.557,0.808,0.251,0.214,0.718,33.25,1.028,78.723
2728,1,0.138,0.011,-0.128,0.797,0.074,1.05,1.007,205.039
2729,1,0.349,2.616,2.268,0,0.996,3339.531,1.016,121.458
2730,1,0.666,2.81,2.144,0,0.996,3459.005,1.007,203.49
2731,1,0.413,0.01,-0.403,0.984,0.002,0.027,1.006,221.917
2732,1,0.334,0.008,-0.326,0.984,0.002,0.02,1.006,226.197
2733,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2734,1,1.901,0.01,-1.891,1,0,0,1.091,29.736
2735,1,1.181,0.01,-1.171,1,0,0,1.015,126.871
2736,1,0.912,0.011,-0.901,1,0,0,1.081,32.607
2737,1,1.219,0.013,-1.207,1,0,0,1.083,32.04
2738,1,1.108,0.012,-1.096,1,0,0.001,1.038,61.972
2739,1,0.724,0.013,-0.711,0.996,0.001,0.011,1.01,170.617
2740,1,2.826,0.02,-2.806,1,0,0,1.007,219.521
2741,1,0.138,0.012,-0.126,0.788,0.082,1.169,1.007,203.335
2742,1,0.671,0.109,-0.562,0.992,0.003,0.041,1.05,49.287
2743,1,0.37,0.007,-0.363,0.987,0.001,0.015,1.007,216.46
2744,1,1.312,0.103,-1.209,1,0,0,1.053,46.814
2745,1,2.819,0.016,-2.803,1,0,0,1.02,103.243
2746,1,2.738,0.014,-2.724,1,0,0,1.022,95.345
2747,1,3.954,1.1,-2.853,1,0,0,1.013,144.959
2748,1,2.839,0.018,-2.821,1,0,0,1.017,117.956
2749,1,2.644,0.014,-2.63,1,0,0,1.057,43.877
2750,1,0.957,0.95,-0.007,0.34,0.539,15.291,1.016,124.8
2751,1,1.429,0.013,-1.416,1,0,0,1.025,88.049
2752,1,6.988,0.013,-6.975,1,0,0,1.006,223.083
2753,1,7.106,0.306,-6.8,1,0,0,1.003,304.292
2754,1,2.732,0.125,-2.607,1,0,0,1.045,53.329
2755,1,0.195,0.94,0.745,0.014,0.977,564.577,1.036,64.164
2756,1,0.898,0.017,-0.881,1,0,0.003,1.096,28.405
2757,1,1.03,0.015,-1.015,1,0,0.001,1.093,29.175
